Date,Open,High,Low,Close,Adj Close,Volume
2020-05-07,184.17,184.55,182.58,183.6,183.6,28315992.0
2020-05-08,184.98,185.0,183.36,184.68,184.68,30912638.0
2020-05-11,183.15,187.51,182.85,186.74,186.74,30892660.0
2020-05-12,186.8,187.04,182.3,182.51,182.51,32038199.0
2020-05-13,182.55,184.05,176.54,179.75,179.75,44711488.0
2020-05-14,177.54,180.69,175.68,180.53,180.53,41873911.0
2020-05-15,179.06,187.06,177.0,183.16,183.16,46610382.0
2020-05-18,185.75,186.2,183.96,184.91,184.91,35306620.0
2020-05-19,185.03,186.6,183.49,183.63,183.63,26799116.0
2020-05-20,184.81,185.85,183.94,185.66,185.66,31261334.0
2020-05-21,185.4,186.67,183.29,183.43,183.43,29119513.0
2020-05-22,183.19,184.46,182.54,183.51,183.51,20826898.0
2020-05-26,186.34,186.5,181.1,181.57,181.57,36073609.0
2020-05-27,180.2,181.99,176.6,181.81,181.81,39517146.0
2020-05-28,180.74,184.15,180.38,181.4,181.4,33831824.0
2020-05-29,182.73,184.27,180.41,183.25,183.25,42146720.0
2020-06-01,182.54,183.0,181.46,182.83,182.83,22668821.0
2020-06-02,184.25,185.0,181.35,184.91,184.91,30794585.0
2020-06-03,184.82,185.94,183.58,185.36,185.36,27311016.0
2020-06-04,184.3,185.84,182.3,182.92,182.92,28761809.0
2020-06-05,182.62,187.73,182.01,187.2,187.2,39893643.0
2020-06-08,185.94,188.55,184.44,188.36,188.36,33211590.0
2020-06-09,188.0,190.7,187.26,189.8,189.8,29783916.0
2020-06-10,191.13,198.52,191.01,196.84,196.84,43872329.0
2020-06-11,193.13,195.76,186.07,186.27,186.27,52854672.0
2020-06-12,190.54,191.72,185.18,187.74,187.74,43373587.0
2020-06-15,184.58,190.82,184.01,188.94,188.94,32770189.0
2020-06-16,192.89,195.58,191.46,193.57,193.57,42556656.0
2020-06-17,195.03,196.32,193.69,194.24,194.24,25687822.0
2020-06-18,194.0,196.49,194.0,196.32,196.32,23061648.0
2020-06-19,198.59,199.29,194.37,195.15,195.15,44441141.0
2020-06-22,195.79,200.76,195.23,200.57,200.57,32818929.0
2020-06-23,202.09,203.95,201.43,201.91,201.91,30917447.0
2020-06-24,201.6,203.25,196.56,197.84,197.84,36740647.0
2020-06-25,197.8,200.61,195.47,200.34,200.34,27803933.0
2020-06-26,199.73,199.89,194.88,196.33,196.33,54675780.0
2020-06-29,195.78,198.53,193.55,198.44,198.44,26701586.0
2020-06-30,197.88,204.4,197.74,203.51,203.51,34310283.0
2020-07-01,203.14,206.35,201.77,204.7,204.7,32061206.0
2020-07-02,205.68,208.02,205.0,206.26,206.26,29315762.0
2020-07-06,208.83,211.13,208.09,210.7,210.7,31897629.0
2020-07-07,210.45,214.67,207.99,208.25,208.25,33600732.0
2020-07-08,210.07,213.26,208.69,212.83,212.83,33600025.0
2020-07-09,216.33,216.38,211.47,214.32,214.32,33121681.0
2020-07-10,213.62,214.08,211.08,213.67,213.67,26177633.0
2020-07-13,214.48,215.8,206.5,207.07,207.07,38135606.0
2020-07-14,206.13,208.85,202.03,208.35,208.35,37591820.0
2020-07-15,209.56,211.33,205.03,208.04,208.04,32179409.0
2020-07-16,205.4,205.7,202.31,203.92,203.92,29940653.0
2020-07-17,204.47,205.04,201.39,202.88,202.88,31635281.0
2020-07-20,205.0,212.3,203.01,211.6,211.6,36884836.0
2020-07-21,213.66,213.94,208.03,208.75,208.75,38105777.0
2020-07-22,209.2,212.3,208.39,211.75,211.75,49605692.0
2020-07-23,207.19,210.92,202.15,202.54,202.54,67457035.0
2020-07-24,200.42,202.86,197.51,201.3,201.3,39826989.0
2020-07-27,201.47,203.97,200.86,203.85,203.85,30160867.0
2020-07-28,203.61,204.7,201.74,202.02,202.02,23251388.0
2020-07-29,202.5,204.65,202.01,204.06,204.06,19632602.0
2020-07-30,201.0,204.46,199.57,203.9,203.9,25079596.0
2020-07-31,204.4,205.1,199.01,205.01,205.01,51247969.0
2020-08-03,211.52,217.64,210.44,216.54,216.54,78983009.0
2020-08-04,214.17,214.77,210.31,213.29,213.29,49280056.0
2020-08-05,214.9,215.0,211.57,212.94,212.94,28858621.0
2020-08-06,212.34,216.37,211.55,216.35,216.35,32656843.0
2020-08-07,214.85,215.7,210.93,212.48,212.48,27820421.0
2020-08-10,211.67,211.88,206.35,208.25,208.25,36716462.0
2020-08-11,207.16,207.65,203.14,203.38,203.38,36446459.0
2020-08-12,205.29,210.28,204.75,209.19,209.19,28041364.0
2020-08-13,209.44,211.35,208.15,208.7,208.7,22588870.0
2020-08-14,208.76,209.59,207.51,208.9,208.9,17958936.0
2020-08-17,209.6,211.19,208.92,210.28,210.28,20184757.0
2020-08-18,210.53,212.36,209.21,211.49,211.49,21336167.0
2020-08-19,211.49,212.1,209.25,209.7,209.7,27627561.0
2020-08-20,209.54,215.0,208.91,214.58,214.58,26981478.0
2020-08-21,213.86,216.25,212.85,213.02,213.02,36249319.0
2020-08-24,214.79,215.52,212.43,213.69,213.69,25460147.0
2020-08-25,213.1,216.61,213.1,216.47,216.47,23043696.0
2020-08-26,217.88,222.09,217.36,221.15,221.15,39600828.0
2020-08-27,222.89,231.15,219.4,226.58,226.58,57602195.0
2020-08-28,228.18,230.64,226.58,228.91,228.91,26292896.0
2020-08-31,227.0,228.7,224.31,225.53,225.53,28774156.0
2020-09-01,225.51,227.45,224.43,227.27,227.27,25791235.0
2020-09-02,227.97,232.86,227.35,231.65,231.65,34080839.0
2020-09-03,229.27,229.31,214.96,217.3,217.3,58400288.0
2020-09-04,215.1,218.36,205.19,214.25,214.25,59664072.0
2020-09-08,206.5,210.03,202.2,202.66,202.66,52924330.0
2020-09-09,207.6,214.84,206.7,211.29,211.29,45678986.0
2020-09-10,213.4,214.74,204.11,205.37,205.37,35461514.0
