Date,Open,High,Low,Close,Adj Close,Volume
2020-04-29,158.03,160.64,156.63,160.1,160.1,81079910.0
2020-04-30,171.04,173.96,152.7,156.38,156.38,142359270.0
2020-05-01,151.0,154.55,136.61,140.26,140.26,162659035.0
2020-05-04,140.2,152.4,139.6,152.24,152.24,96185450.0
2020-05-05,157.96,159.78,152.44,153.64,153.64,84958280.0
2020-05-06,155.3,157.96,152.22,156.52,156.52,55616155.0
2020-05-07,155.44,159.28,154.47,156.01,156.01,57638430.0
2020-05-08,158.75,164.8,157.4,163.88,163.88,80650435.0
2020-05-11,158.1,164.8,157.0,162.26,162.26,82598005.0
2020-05-12,165.4,168.66,161.6,161.88,161.88,79534525.0
2020-05-13,164.17,165.2,152.66,158.19,158.19,95327455.0
2020-05-14,156.0,160.67,152.8,160.67,160.67,68410940.0
2020-05-15,158.07,161.01,157.31,159.83,159.83,52592140.0
2020-05-18,165.56,166.94,160.78,162.73,162.73,58490510.0
2020-05-19,163.03,164.41,161.22,161.6,161.6,48182610.0
2020-05-20,164.1,165.2,162.36,163.11,163.11,36546355.0
2020-05-21,163.2,166.5,159.2,165.52,165.52,61272920.0
2020-05-22,164.44,166.36,162.4,163.38,163.38,49937375.0
2020-05-26,166.9,166.92,163.14,163.77,163.77,40448680.0
2020-05-27,164.17,165.54,157.0,164.05,164.05,57747650.0
2020-05-28,162.7,164.95,160.34,161.16,161.16,36378870.0
2020-05-29,161.75,167.0,160.84,167.0,167.0,59062445.0
2020-06-01,171.6,179.8,170.82,179.62,179.62,75426485.0
2020-06-02,178.94,181.73,174.2,176.31,176.31,67827980.0
2020-06-03,177.62,179.59,176.02,176.59,176.59,39747345.0
2020-06-04,177.98,179.15,171.69,172.88,172.88,44438565.0
2020-06-05,175.57,177.3,173.24,177.13,177.13,39059585.0
2020-06-08,183.8,190.0,181.83,189.98,189.98,70873635.0
2020-06-09,188.0,190.89,184.79,188.13,188.13,56940770.0
2020-06-10,198.38,205.5,196.5,205.01,205.01,92817065.0
2020-06-11,198.04,203.79,194.4,194.57,194.57,79582410.0
2020-06-12,196.0,197.6,182.52,187.06,187.06,83816870.0
2020-06-15,183.56,199.77,181.7,198.18,198.18,78485890.0
2020-06-16,202.37,202.58,192.48,196.43,196.43,70255390.0
2020-06-17,197.54,201.0,196.51,198.36,198.36,49454000.0
2020-06-18,200.6,203.84,198.89,200.79,200.79,48759680.0
2020-06-19,202.56,203.19,198.27,200.18,200.18,43398745.0
2020-06-22,199.99,201.78,198.0,198.86,198.86,31811750.0
2020-06-23,199.78,202.4,198.8,200.36,200.36,31826355.0
2020-06-24,198.82,200.18,190.63,192.17,192.17,54797965.0
2020-06-25,190.85,197.2,187.43,197.2,197.2,46272745.0
2020-06-26,198.96,199.0,190.97,191.95,191.95,44274540.0
2020-06-29,193.8,202.0,189.7,201.87,201.87,45132020.0
2020-06-30,201.3,217.54,200.75,215.96,215.96,84592505.0
2020-07-01,216.6,227.07,216.1,223.93,223.93,66634480.0
2020-07-02,244.3,245.6,237.12,241.73,241.73,86250575.0
2020-07-06,255.34,275.56,253.21,274.32,274.32,102849320.0
2020-07-07,281.0,285.9,267.34,277.97,277.97,107448305.0
2020-07-08,281.0,283.45,262.27,273.18,273.18,81556560.0
2020-07-09,279.4,281.71,270.26,278.86,278.86,58587990.0
2020-07-10,279.2,309.78,275.2,308.93,308.93,116687765.0
2020-07-13,331.8,359.0,294.22,299.41,299.41,194926810.0
2020-07-14,311.2,318.0,286.2,303.36,303.36,117090700.0
2020-07-15,308.6,310.0,291.4,309.2,309.2,81839145.0
2020-07-16,295.43,306.34,293.2,300.13,300.13,71503925.0
2020-07-17,302.69,307.5,298.0,300.17,300.17,46649860.0
2020-07-20,303.8,330.0,297.6,328.6,328.6,85606835.0
2020-07-21,327.99,335.0,311.6,313.67,313.67,80786400.0
2020-07-22,319.8,325.28,312.4,318.47,318.47,70805400.0
2020-07-23,335.79,337.8,296.15,302.61,302.61,121642520.0
2020-07-24,283.2,293.0,273.31,283.4,283.4,96983080.0
2020-07-27,287.0,309.59,282.6,307.92,307.92,80243345.0
2020-07-28,300.8,312.94,294.88,295.3,295.3,79043500.0
2020-07-29,300.2,306.96,297.4,299.82,299.82,47134465.0
2020-07-30,297.6,302.65,294.2,297.5,297.5,38105195.0
2020-07-31,303.0,303.41,284.2,286.15,286.15,61234800.0
2020-08-03,289.84,301.96,288.88,297.0,297.0,44046730.0
2020-08-04,299.0,305.48,292.4,297.4,297.4,42074950.0
2020-08-05,298.6,299.97,293.66,297.0,297.0,24890075.0
2020-08-06,298.17,303.46,295.45,297.92,297.92,29961565.0
2020-08-07,299.91,299.95,283.0,290.54,290.54,44482100.0
2020-08-10,289.6,291.5,277.17,283.71,283.71,37611320.0
2020-08-11,279.2,284.0,273.0,274.88,274.88,43129170.0
2020-08-12,294.0,317.0,287.0,310.95,310.95,109494170.0
2020-08-13,322.2,330.24,313.45,324.2,324.2,102126540.0
2020-08-14,333.0,333.76,325.33,330.14,330.14,62888070.0
2020-08-17,335.4,369.17,334.57,367.13,367.13,101211615.0
2020-08-18,379.8,384.78,369.02,377.42,377.42,82372455.0
2020-08-19,373.0,382.2,368.24,375.71,375.71,61026655.0
2020-08-20,372.14,404.4,371.41,400.37,400.37,103058980.0
2020-08-21,408.95,419.1,405.01,410.0,410.0,107447795.0
2020-08-24,425.26,425.8,385.5,402.84,402.84,100318105.0
2020-08-25,394.98,405.59,393.6,404.67,404.67,53294465.0
2020-08-26,412.0,433.2,410.73,430.63,430.63,71196910.0
2020-08-27,436.09,459.12,428.5,447.75,447.75,118465215.0
2020-08-28,459.02,463.7,437.3,442.68,442.68,100405880.0
2020-08-31,444.61,500.14,440.11,498.32,498.32,118374406.0
2020-09-01,502.14,502.49,470.51,475.05,475.05,90119419.0
2020-09-02,478.99,479.04,405.12,447.37,447.37,96176128.0
2020-09-03,407.23,431.8,402.0,407.0,407.0,87596086.0
2020-09-04,402.81,428.0,372.02,418.32,418.32,110321885.0
2020-09-08,356.0,368.74,329.88,330.21,330.21,115465691.0
2020-09-09,356.6,369.0,341.51,366.28,366.28,79465769.0
2020-09-10,386.21,398.99,360.56,371.34,371.34,84930608.0
